Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,skills,Job_skills,skills_skills,Class
Application Support Engineer,Orion Innovation,Kochi,Hybrid,0.538560965,0.043838917,103,Information Technology & Services ,Associate,Full-time,.net framework c# microsoft sql server sql troubleshooting,"'rapid response team', 'rrt', 'qa', 'operations', 'dba', 'development', 'platform', 'id', 'delivery', 'service management', 'microsoft', 'slas', 'azure', 'sql profiler', 'google chrome', 'sql server', 'azure portal', 'azure monitor', 'log analytics', 'application insights', 'kql', 'kusto query language', 'sql', 'iis', 'webapp', 'sql', 'itsm', 'alm', 'servicenow', 'microsoft azure', 'ado', 'sharepoint'","'framework c', 'microsoft sql server'",Class 1
Commercial Executive,Ipca Laboratories Limited,Mumbai,On-site,0.538614821,0.111955025,151,Pharmaceuticals ,Executive,Full-time,capex chemical industry engineering formulation management information systems (mis) manufacturing modernization pharmaceuticals project management software configuration management,"'location', 'west', 'mumbaiposition', 'executive', 'commercial', 'diploma', 'pharma'","'capex', 'chemical industry', 'mis', 'modernization pharmaceuticals project'",Class 1
Business Development Manager - Architect & Interior,Nuhome Furnishings,Mumbai,Hybrid,0.010771219,0.000149151,65,Textiles ,Mid-Senior level,Full-time,business development communication market analysis,"'nuhomesumangal', 'india', 'nuhome', 'india', 'skus'","'business', 'development communication market analysis'",Class 2
Email Marketing Executive ( Fresher),Collegedunia,Gurugram,On-site,0.053856097,0.017163837,16,Information Technology & Services ,Mid-Senior level,Full-time,lead generationcampaign execution campaigns digital marketing direct marketing email marketing marketing campaign management marketing communications tea templates,"'collegeduniacollegedunia', 'india', 'similar web', 'iamai', 'techinasia', 'asia', 'collegedunia'","'generationcampaign', 'campaigns digital marketing direct marketing email marketing marketing campaign'",Class 2
Executive - Customer Services (Webchat),Capita,Mumbai,On-site,0.538614821,0.280667737,8,Information Technology & Services ,Mid-Senior level,Full-time,contact centers customer experience customer retention customer satisfaction customer service management customer service operations customer support,"'titleexecutive', 'customer services', 'indiafull'",'contact centers customer experience customer',Class 1
Talent Acquisition Specialist,Meril,Mumbai,On-site,0.269280483,0.030151446,200,Medical Device ,Executive,Full-time,human resources (hr)communication end to end recruitments interpersonal communication negotiation pharmaceuticals recruiting salary negotiations sales sales hiring,"'andheri', 'jb nagar'",'recruitments interpersonal',Class 2
Catalogue Specialist,Flipkart,Bengaluru,On-site,0.538614821,0.514697109,113,Computer Software ,Mid-Senior level,Full-time,attention to detail catalogue communication mass communication organization skills prioritize workload web content writing writing,"'hotels cataloging', 'content', 'hotels'","'detail catalogue', 'mass communication organization skills prioritize workload web content'",Class 3
BSP Developers,Tata Elxsi,Bengaluru,On-site,0.538614821,0.151950436,52,Information Technology & Services ,Mid-Senior level,Full-time,c++ debugging device drivers i2c kernel linux logic analyzer object-oriented programming (oop) pcie service provider interface (spi),"'bangalore', 'chennai', 'hyderabad', 'pune', 'trivandrum'","'linux logic analyzer', 'oop', 'pcie service', 'spi'",Class 1
Deputy Manager - Instrumentation & Automation,Biocon Biologics,Bengaluru,On-site,0,0.040236347,200,Biotechnology ,Mid-Senior level,Full-time,clinical trial management system (ctms) communication electronic common technical document (ectd) instrumentation lcm regulatory affairs regulatory guidelines regulatory operations regulatory submissions u.s. food and drug administration (fda),"'process', 'plant', 'laboratory instruments', 'biologics dp'","'clinical', 'trial management system', 'ctms', 'communication electronic common technical document', 'ectd', 'u.s. food', 'drug administration', 'fda'",Class 2
Social Media Manager,POPxo | Good Glamm Group,Mumbai,On-site,0.010771219,0.002019275,200,Computer Software ,Associate,Full-time,social media marketingbeauty industry social media social media advertising social media blogging social media communications social media optimization (smo),"'position', 'scope', 'media associate', 'popxobeauty', 'design', 'growth', 'social media', 'instagram'","'media', 'smo'",Class 2
Search Engine Optimization Manager,Clensta,Gurugram,On-site,0.010771219,0.000642497,126,Retail ,Mid-Senior level,Full-time,backlinks digital marketing google analytics google search console keyword research off-page seo seo audits seo copywriting search engine optimization (seo) web analytics,"'seo', 'seo', 'seo', 'seo', 'youtube', 'improve', 'google analytics', 'google search console', 'seo', 'seo', 'seo', 'seo', 'seo', 'kpi', 'google analytics', 'excel', 'seo', 'google'","'digital', 'engine optimization', 'seo'",Class 2
Project Manager,MongoDB,Bangalore Urban,On-site,0.269280483,0.057778798,32,Computer Software ,Mid-Senior level,Full-time,communication presentations project performance,"'oversee', 'partner sales strategy', 'project management', 'waterfall', 'marketing', 'engineering', 'finance', 'operations', 'crm', 'project management', 'pmp', 'salesforce', 'go far', 'intellectually honest'",'project performance',Class 2
Marketing Assoc 1,IQVIA,Bengaluru,On-site,0.538614821,0.811151905,2,Hospital & Health Care ,Mid-Senior level,Full-time,marketingpharmaceuticals technical specs,"'tableau educational background', 'pharma'",'technical specs',Class 3
Team Lead,Infosys BPM,Pune,Hybrid,0.538614821,0.386530519,133,Information Technology & Services ,Mid-Senior level,Full-time,marketinganalytical skills communication english negotiation team management,'the',"'marketinganalytical', 'skills communication english'",Class 1
Process Engineer,CMCD - Chemplast Sanmar Ltd.,Hosur,On-site,0.053856097,3.44E-05,200,Chemicals ,Associate,Full-time,automation batch processing equipment design manufacturing scale-up process improvement process optimization,"'location', 'berigai', 'hosurjob', 'process', 'process', 'process improvements', 'scale up operations', 'process safety', 'automation', 'calculations'",'batch processing equipment',Class 2
Territory Manager,F5 Clouds,Bengaluru,On-site,1,0.000344195,24,Information Technology & Services ,Mid-Senior level,Full-time,marketingbusiness development c-level relationships channel sales cloud computing customer relationship management (crm) presales sales solution architecture strategic thinking,"'job', 'territory manager', 'cloud sales', 'strategic'","'marketingbusiness', 'customer relationship management', 'crm', 'solution architecture'",Class 4
Bus Process Delivery New Associate-Record To Report,Accenture in India,Noida,On-site,0.538614821,0.49046581,13,Information Technology & Services ,Entry level,Full-time,account reconciliation balance sheets business administration finance operations quantitative analytics record to report,"'report', 'financial', 'level', 'new', 'business', 'experience', 'yearsabout', 'accentureaccenture', 'strategy', 'technology', 'operations', 'accenture', 'advanced technology', 'intelligent operations', 'financial services', 'insurance', 'capital market', 'record', 'report', 'relationshipagility', 'responsibilitiesin', 'guidelinesyour', 'tasksthe', 'supervisedyou', 'workplease', 'business administration'",'account',Class 3
Business Development Associate,BYJU'S,Noida,Remote,0.538614821,0.408776962,8,E-learning ,Mid-Senior level,Full-time,business business development dna edtech hiring interviewing salary,"'hello connection', 'byju', 'business development associates', 'edtech', 'company', 'dna', 'byjuite', 'average', 'bda'","'business', 'business development', 'edtech hiring'",Class 1
Content Specialist,Zomato,Goa,On-site,0.269280483,0.097728316,32,Internet ,Entry level,Full-time,advertisingsocial media marketingattention to detail content marketing copywriting creative writing digital journalism food & beverage keyword research social media blogging,'execute',"'media', 'detail content marketing copywriting creative writing digital journalism food', 'beverage keyword research social media blogging'",Class 2
Sales Executive,FARE Labs Pvt. Ltd.,Gurugram,On-site,0.053856097,0.003694355,63,Research ,Mid-Senior level,Full-time,business business development customer relationship management (crm) deal closure evidence negotiation presentation skills presentations sales sales management,"'job', 'business development', 'permanentminimum', 'fare labs pvt', 'ltd', 'business'","'business', 'business development customer relationship management', 'crm', 'deal closure evidence', 'skills presentations'",Class 2
Customer Care Collections Sr. Rep.,NTT DATA Services,Noida,On-site,0.538614821,0.292817806,12,Information Technology & Services ,Mid-Senior level,Full-time,business rules client requirements contact centers customer satisfaction customer support keyboards new hires phone etiquette service orientation training,"'us', 'accounts receivables'","'business rules client requirements contact centers customer', 'hires phone etiquette service'",Class 1
